"4 Weeks CY Value","Manufacturer","Product","Region","Retailer","DDMMMYY","CY % Time On Promo","4 Weeks Store Count","4 Weeks CY Ave Price Quantity","4 Weeks Volume Growth % ","4 Weeks CY Volume","4 Weeks Value Growth % ","4 Weeks CY % Sales On Promo"
"39.0","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","9 Aug 26",,"1.0","39.0",,"1.0",,
"224.82","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","16 Aug 26","0.5","2.0","37.47",,"6.0",,"0.8221243661595944"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"2274.08","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","26 Jul 26","0.1111111111111111","9.0","43.73230769230769",,"52.0",,"0.10771828607612749"
"1541.8","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","2 Aug 26","0.1111111111111111","9.0","44.05142857142857",,"35.0",,"0.15887923206641588"
"1507.41","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","9 Aug 26","0.1","10.0","44.33558823529412",,"34.0",,"0.09286126534917506"
"1530.0","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Checkers","16 Aug 26",,"7.0","49.354838709677416",,"31.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","17 Aug 25",,,,"-1.0",,"-1.0",
"366.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","26 Jul 26",,"3.0","40.775555555555556",,"9.0",,
"199.95","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","2 Aug 26",,"2.0","39.989999999999995",,"5.0",,
"119.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","9 Aug 26",,"2.0","39.99",,"3.0",,
"160.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Megasave","16 Aug 26",,"3.0","40.2425",,"4.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","17 Aug 25",,,,"-1.0",,"-1.0",
"331.93","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","26 Jul 26",,"3.0","47.41857142857143",,"7.0",,
"916.55","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","2 Aug 26","0.14285714285714285","7.0","45.8275",,"20.0",,"0.18516174785881842"
"958.8","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","9 Aug 26",,"5.0","47.94",,"20.0",,
"548.2","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Foods","16 Aug 26",,"5.0","45.68333333333334",,"12.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","10 Aug 25",,,,"-1.0",,"-1.0",
"799.75","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","26 Jul 26","1.0","4.0","31.99",,"25.0",,"1.0"
"607.81","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","2 Aug 26","0.8","5.0","31.99",,"19.0",,"0.8947368421052633"
"191.94","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","9 Aug 26","1.0","2.0","31.99",,"6.0",,"1.0"
"179.87","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Grocer","16 Aug 26",,"3.0","44.9675",,"4.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Minimark","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Minimark","3 Aug 25",,,,"-1.0",,"-1.0",
"1759.45","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Minimark","26 Jul 26","0.8","5.0","31.990000000000002",,"55.0",,"0.8909090909090909"
"1535.52","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Minimark","2 Aug 26","0.75","4.0","31.99",,"48.0",,"0.875"
"831.74","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Minimark","9 Aug 26","0.8","5.0","31.990000000000002",,"26.0",,"0.9615384615384616"
"84.88","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","OK Minimark","16 Aug 26","0.5","2.0","42.44",,"2.0",,"0.4817389255419416"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"643.46","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","26 Jul 26","1.0","5.0","33.86631578947369",,"19.0",,"1.0"
"770.91","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","2 Aug 26","0.625","8.0","36.71",,"21.0",,"0.7536028849022585"
"873.77","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","9 Aug 26","0.4","10.0","37.99",,"23.0",,"0.391304347826087"
"511.87","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Corporate","16 Aug 26","0.2857142857142857","7.0","39.37461538461538",,"13.0",,"0.4453083790806259"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"516.87","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","26 Jul 26","0.5","4.0","39.75923076923077",,"13.0",,"0.3771741443689902"
"762.81","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","2 Aug 26","0.5","6.0","40.147894736842105",,"19.0",,"0.5622501015980389"
"266.94","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","9 Aug 26","0.3333333333333333","3.0","44.49",,"6.0",,"0.6591743462950476"
"312.43","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","PnP Family","16 Aug 26","0.2","5.0","44.63285714285714",,"7.0",,"0.1407995390967577"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SaveMor Liquors","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SaveMor Liquors","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SaveMor Liquors","17 Aug 25",,,,"-1.0",,"-1.0",
"159.95","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Sentra","26 Jul 26","1.0","1.0","31.99",,"5.0",,"1.0"
"127.96","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Sentra","2 Aug 26","1.0","1.0","31.99",,"4.0",,"1.0"
"63.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Sentra","9 Aug 26","1.0","1.0","31.99",,"2.0",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","17 Aug 25",,,,"-1.0",,"-1.0",
"4365.65","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","26 Jul 26","0.21739130434782608","23.0","40.05183486238532",,"109.0",,"0.5611031576053968"
"3597.67","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","2 Aug 26","0.18181818181818182","22.0","38.27308510638298",,"94.0",,"0.5641651402157507"
"3494.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","9 Aug 26","0.1","20.0","39.269325842696624",,"89.0",,"0.24030821437666133"
"1085.68","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite","16 Aug 26",,"16.0","45.23666666666667",,"24.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","17 Aug 25",,,,"-1.0",,"-1.0",
"135.27","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","26 Jul 26",,"3.0","45.09",,"3.0",,
"211.75","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","2 Aug 26",,"3.0","35.291666666666664",,"6.0",,
"544.1","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","9 Aug 26",,"4.0","36.27333333333333",,"15.0",,
"282.35","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Shoprite Mini","16 Aug 26",,"4.0","35.29375",,"8.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","17 Aug 25",,,,"-1.0",,"-1.0",
"813.48","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","26 Jul 26",,"4.0","45.193333333333335",,"18.0",,
"480.47","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","2 Aug 26",,"8.0","43.67909090909091",,"11.0",,
"1107.64","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","9 Aug 26",,"8.0","50.34727272727273",,"22.0",,
"513.42","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Spar","16 Aug 26",,"6.0","51.342",,"10.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"992.16","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","26 Jul 26",,"5.0","49.608",,"20.0",,
"653.87","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","2 Aug 26",,"4.0","50.29769230769231",,"13.0",,
"808.16","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","9 Aug 26",,"5.0","50.51",,"16.0",,
"800.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","SuperSpar","16 Aug 26",,"4.0","50.06125",,"16.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","U Save","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","U Save","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","U Save","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","U Save","17 Aug 25",,,,"-1.0",,"-1.0",
"35.29","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","U Save","2 Aug 26",,"1.0","35.29",,"1.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"9591.43","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","26 Jul 26","1.0","13.0","35.922958801498126",,"267.0",,"1.0"
"10175.89","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","2 Aug 26","1.0","12.0","35.58003496503496",,"286.0",,"1.0"
"6919.88","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","9 Aug 26","0.9285714285714286","13.0","35.4865641025641",,"195.0",,"0.9696569882714728"
"3400.22","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers","16 Aug 26","0.5833333333333334","11.0","42.50275",,"80.0",,"0.6374675756274595"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","17 Aug 25",,,,"-1.0",,"-1.0",
"5584.22","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","26 Jul 26","1.0","2.0","36.49816993464052",,"153.0",,"1.0"
"6711.02","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","2 Aug 26","1.0","2.0","36.08075268817205",,"186.0",,"1.0"
"4922.22","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","9 Aug 26","1.0","2.0","36.19279411764706",,"136.0",,"1.0"
"1909.31","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Checkers Hyper","16 Aug 26","0.5","2.0","41.50673913043478",,"46.0",,"0.6570331690505995"
"46.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","KwikSpar","2 Aug 26",,"1.0","46.99",,"1.0",,
"93.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","KwikSpar","16 Aug 26",,"1.0","46.99",,"2.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","17 Aug 25",,,,"-1.0",,"-1.0",
"1051.59","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","26 Jul 26","0.8571428571428571","7.0","33.92225806451613",,"31.0",,"0.9211860135604182"
"1983.38","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","2 Aug 26","1.0","8.0","31.990000000000002",,"62.0",,"1.0"
"2143.33","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","9 Aug 26","1.0","7.0","31.99",,"67.0",,"1.0"
"255.84","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Foods","16 Aug 26","0.4","5.0","42.64",,"6.0",,"0.25007817385866166"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Minimark","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Minimark","3 Aug 25",,,,"-1.0",,"-1.0",
"49.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Minimark","26 Jul 26",,"1.0","49.99",,"1.0",,
"49.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","OK Minimark","2 Aug 26",,"1.0","49.99",,"1.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"550.84","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","26 Jul 26","0.8571428571428571","5.0","36.72266666666667",,"15.0",,"0.9146939220100211"
"1117.84","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","2 Aug 26","0.7777777777777778","7.0","39.92285714285714",,"28.0",,"0.8318542904172332"
"857.16","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","9 Aug 26","0.5714285714285714","6.0","38.96181818181818",,"22.0",,"0.8355382892342154"
"334.93","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Corporate","16 Aug 26",,"5.0","47.847142857142856",,"7.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"2132.77","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","26 Jul 26","0.75","10.0","41.01480769230769",,"52.0",,"0.8457733370218072"
"2825.26","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","2 Aug 26","0.8461538461538461","11.0","39.23972222222223",,"72.0",,"0.916839512115699"
"2409.39","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","9 Aug 26","0.7692307692307693","10.0","40.1565",,"60.0",,"0.8829828296788813"
"2107.86","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Family","16 Aug 26","0.07692307692307693","10.0","47.90590909090909",,"44.0",,"0.022292751890543014"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","17 Aug 25",,,,"-1.0",,"-1.0",
"357.94","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","26 Jul 26","1.0","1.0","35.794",,"10.0",,"1.0"
"258.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","2 Aug 26","1.0","1.0","36.99714285714286",,"7.0",,"1.0"
"315.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","9 Aug 26","1.0","1.0","39.49625",,"8.0",,"1.0"
"587.88","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Hypermarket","16 Aug 26",,"1.0","48.99",,"12.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Mini Market","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Mini Market","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Mini Market","17 Aug 25",,,,"-1.0",,"-1.0",
"96.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Mini Market","26 Jul 26",,"1.0","48.49",,"2.0",,
"511.29","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Mini Market","2 Aug 26","1.0","1.0","36.520714285714284",,"14.0",,"1.0"
"210.0","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","PnP Mini Market","9 Aug 26","1.0","1.0","35.0",,"6.0",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Sentra","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Sentra","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","North West","Sentra","17 Aug 25",,,,"-1.0",,"-1.0",
