exclusion_reason,_source_row,sales_value,manufacturer,product,region,retailer,date,percent_time_on_promo,store_count,current_price,4_weeks_volume_growth_percent,sales_volume,4_weeks_value_growth_percent,percent_sales_on_promo
EMPTY_METRICS,1,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Eastern Cape,Shoprite Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,2,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Eastern Cape,Shoprite Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,3,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Buying Partner,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,4,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,5,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,6,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,7,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,12,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers Foods,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,13,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers Foods,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,15,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,16,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers Hyper,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,17,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,18,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,Checkers Hyper,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,22,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Foods,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,23,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Foods,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,24,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Foods,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,28,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Grocer,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,29,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Grocer,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,30,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Minimark,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,31,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Free State,OK Minimark,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,35,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,36,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,37,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,38,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,46,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,47,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers Hyper,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,48,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,49,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Gauteng,Checkers Hyper,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,57,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,58,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,59,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,60,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,65,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,66,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers Hyper,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,67,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,68,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Kwazulu-natal,Checkers Hyper,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,73,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Limpopo,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,74,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Limpopo,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,75,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Limpopo,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,76,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Limpopo,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,81,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,82,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,83,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,84,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,89,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,90,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers Hyper,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,91,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,92,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Mpumalanga,Checkers Hyper,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,97,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,98,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,99,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,100,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,105,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,106,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers Hyper,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,107,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,North West,Checkers Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,116,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Northern Cape,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,117,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Northern Cape,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,118,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Northern Cape,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,119,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Northern Cape,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,124,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,125,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,126,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,127,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,132,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers Hyper,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,133,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers Hyper,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,134,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers Hyper,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,135,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,Checkers Hyper,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,140,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,OK Foods,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,141,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,OK Foods,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,142,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,OK Foods,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,146,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,OK Minimark,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,147,,Acdoco,Dr Beckmann Surface Cleaner Oven Active Gel 375ml,Western Cape,OK Minimark,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,148,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,Game,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,149,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,Game,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,150,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,Game,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,151,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,Game,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,154,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,PnP Corporate,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,155,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,PnP Corporate,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,156,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,PnP Corporate,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,159,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,PnP Family,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,160,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,PnP Family,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,161,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,PnP Family,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,166,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,SuperSpar,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,167,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,SuperSpar,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,168,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Eastern Cape,SuperSpar,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,171,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,Game,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,172,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,Game,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,174,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,KwikSpar,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,175,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,KwikSpar,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,177,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Corporate,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,178,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Corporate,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,179,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Corporate,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,180,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Family,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,181,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Family,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,182,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Family,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,186,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Hypermarket,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,187,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Hypermarket,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,190,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,PnP Local,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,192,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,Spar,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,193,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,Spar,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,194,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,Spar,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,195,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Free State,SuperSpar,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,197,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Game,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,198,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Game,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,199,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Game,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,200,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Game,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,205,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,KwikSpar,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,206,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,KwikSpar,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,208,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Corporate,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,209,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Corporate,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,210,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Corporate,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,211,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Corporate,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,216,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Family,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,217,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Family,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,218,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Family,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,219,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Family,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,224,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Hypermarket,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,225,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Hypermarket,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,226,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Hypermarket,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,229,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Local,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,230,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Local,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,233,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Mini Market,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,234,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,PnP Mini Market,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,238,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,SaveMor,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,239,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Spar,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,240,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Spar,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,241,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Spar,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,242,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,Spar,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,244,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,SuperSpar,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,245,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,SuperSpar,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,246,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,SuperSpar,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,247,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Gauteng,SuperSpar,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,252,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,Game,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,253,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,Game,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,254,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,Game,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,255,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,Game,2025-08-17,,,,-1.0,,-1.0,
INVALID_SALES_VALUE;INVALID_SALES_VOLUME,259,-374.85,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,Game,2026-08-16,,1.0,24.990000000000002,,-11.25,,
EMPTY_METRICS,261,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Corporate,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,262,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Corporate,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,263,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Corporate,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,264,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Corporate,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,269,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Family,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,270,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Family,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,271,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Family,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,275,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Hypermarket,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,276,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Kwazulu-natal,PnP Hypermarket,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,277,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,Game,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,281,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,PnP Corporate,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,285,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,PnP Family,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,286,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,PnP Family,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,287,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,PnP Family,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,288,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,PnP Family,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,295,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,SuperSpar,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,296,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,SuperSpar,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,297,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Limpopo,SuperSpar,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,301,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,Game,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,302,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,Game,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,303,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,Game,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,304,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Corporate,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,305,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Corporate,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,306,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Corporate,2025-08-10,,,,-1.0,,-1.0,
EMPTY_METRICS,307,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Corporate,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,310,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Family,2025-07-27,,,,-1.0,,-1.0,
EMPTY_METRICS,311,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Family,2025-08-03,,,,-1.0,,-1.0,
EMPTY_METRICS,312,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,PnP Family,2025-08-17,,,,-1.0,,-1.0,
EMPTY_METRICS,319,,Adcock Ingram,Plush All Purpose Cleaner Cream Lavender 750ml,Mpumalanga,SuperSpar,2025-08-03,,,,-1.0,,-1.0,
