date,manufacturer,product,sales_value,sales_volume,current_price,category,subcategory,_source_row
2024-10-01,Pastificio Fabianelli,Toscana Macaroni 500g,706027.6,20917.5,33.752962830166126,Pasta,Macaroni,1211
2024-10-01,Pastificio Fabianelli,Toscana Penne 1kg,370711.32,10423.0,35.56666218938885,Pasta,Macaroni,1212
2024-10-01,Pastificio Fabianelli,Toscana Penne 500g,447410.05,11993.0,37.30593262736596,Pasta,Macaroni,1213
2024-10-01,Pioneer Foods,Pasta Grande Elbows 500g,879.56,22.0,39.98,Pasta,Macaroni,1214
2024-10-01,Pioneer Foods,Pasta Grande Macaroni 500g,324.93,2.0,162.465,Pasta,Macaroni,1215
2024-10-01,Pioneer Foods,Pasta Grande Pasta Triclor 500g,1382988.02,41405.0,33.40147373505615,Pasta,Macaroni,1216
2024-10-01,Pioneer Foods,Pasta Grande Screws 500g,529.87,25.0,21.1948,Pasta,Macaroni,1217
2024-10-01,Pioneer Foods,Pasta Grande Shells 500g,39.98,1.0,39.98,Pasta,Macaroni,1218
2024-10-01,Private Label,Forage & Feast Canneloni 250g,60702.56,390.0,155.64758974358975,Pasta,Macaroni,1219
2024-10-01,Private Label,Forage & Feast Casarecce 500g,32135.03,477.5,67.29849214659686,Pasta,Macaroni,1220
2024-10-01,Private Label,Forage & Feast Conchiglioni 250g,71765.48,359.5,199.6258136300417,Pasta,Macaroni,1221
2024-10-01,Private Label,Forage & Feast Fusilli 250g,40516.03,203.25,199.3408610086101,Pasta,Macaroni,1222
2024-10-01,Private Label,Forage & Feast Lisci 250g,40022.39,200.5,199.61291770573567,Pasta,Macaroni,1223
2024-10-01,Private Label,Forage & Feast Mezze Maniche 500g,113471.24,1440.5,78.77212079139188,Pasta,Macaroni,1224
2024-10-01,Private Label,Forage & Feast Rigatoni 250g,57158.97,286.5,199.5077486910995,Pasta,Macaroni,1225
2024-10-01,Private Label,Monteverde Farfalle 500g,167151.28,2862.0,58.40366177498253,Pasta,Macaroni,1226
2024-10-01,Private Label,Monteverde Fusilli 500g,133600.1,2300.5,58.074375135840036,Pasta,Macaroni,1227
2024-10-01,Private Label,Monteverde Fussili Tricolor 500g,72191.77,1243.5,58.05530357860877,Pasta,Macaroni,1228
2024-10-01,Private Label,Monteverde Fussili Wholewheat 500g,163191.06,2527.5,64.56619584569732,Pasta,Macaroni,1229
2024-10-01,Private Label,Monteverde Lumache 500g,154870.03,2646.5,58.51880974872473,Pasta,Macaroni,1230
2024-10-01,Private Label,Monteverde Pasta Macaroni 500g,56756.81,1140.0,49.78667543859649,Pasta,Macaroni,1231
2024-10-01,Private Label,Monteverde Penne Rigate 500g,251099.95,4281.0,58.654508292455034,Pasta,Macaroni,1232
2024-10-01,Private Label,Monteverde Penne Wholewheat 500g,153986.06,2288.5,67.2868953462967,Pasta,Macaroni,1233
2024-10-01,Private Label,Ritebrand Macaroni 500g,11318161.66,453261.5,24.97048979452259,Pasta,Macaroni,1234
2024-10-01,Private Label,Ritebrand Penne Pasta 500g,8.0,0.5,16.0,Pasta,Macaroni,1235
2024-10-01,Private Label,Simple Truth Fusilli High Protein 500g,67896.44,954.5,71.13299109481405,Pasta,Macaroni,1236
2024-10-01,Private Label,Simple Truth Fusilli Red Lentil 250g,68238.06,357.0,191.14302521008403,Pasta,Macaroni,1237
2024-10-01,Private Label,Simple Truth Macaroni 500g,75103.59,993.0,75.63302114803625,Pasta,Macaroni,1238
2024-10-01,Private Label,Simple Truth Macaroni Gluten Free 500g,189924.42,2687.5,70.66955162790698,Pasta,Macaroni,1239
2024-10-01,Private Label,Simple Truth Penne Green Pea 250g,58251.57,305.0,190.98875409836066,Pasta,Macaroni,1240
2024-10-01,Rialto Foods,Granoro Pennoni Rigate 500g,2089.24,29.5,70.82169491525423,Pasta,Macaroni,1241
2024-10-01,Rialto Foods,Granoro Spirali Grandi 500g,64.98,1.0,64.98,Pasta,Macaroni,1242
2024-10-01,Rialto Foods,Granoro Spirali Grandi Fussili 500g,15401.59,221.5,69.53313769751693,Pasta,Macaroni,1243
2024-10-01,Sam Mills,Sam Mills Fusilli Corn Pasta Wheat Free 500g,22545.82,178.5,126.30711484593837,Pasta,Macaroni,1244
2024-10-01,Sam Mills,Sam Mills Penne Rigate 500g,25514.28,200.0,127.5714,Pasta,Macaroni,1245
2024-10-01,San Remo,San Remo Gluten Free Fusilli 250g,49024.42,223.0,219.84044843049327,Pasta,Macaroni,1246
2024-10-01,San Remo,San Remo Gluten Free Penne 350g,83587.06,533.4,156.70614923134607,Pasta,Macaroni,1247
2024-10-01,San Remo,San Remo Gluten Free Pulse Pasta Penne 250g,37780.37,145.5,259.65890034364264,Pasta,Macaroni,1248
2024-10-01,Tiger Brands,Fatti's & Moni's Bellissimo Pasta Penne Rigate 500g,82494.52,962.5,85.70859220779221,Pasta,Macaroni,1249
2024-10-01,Tiger Brands,Fatti's & Moni's Curved Shells 500g,365620.72,10427.5,35.06312347158954,Pasta,Macaroni,1250
2024-10-01,Tiger Brands,Fatti's & Moni's Elbow Macaroni 500g,718359.21,20870.0,34.42066171538093,Pasta,Macaroni,1251
2024-10-01,Tiger Brands,Fatti's & Moni's Farfalle Bellissimo 100% Durum Wheat 500g,130746.88,1530.0,85.455477124183,Pasta,Macaroni,1252
2024-10-01,Tiger Brands,Fatti's & Moni's Macaroni 1kg,945934.75,24339.0,38.86498007313365,Pasta,Macaroni,1253
2024-10-01,Tiger Brands,Fatti's & Moni's Macaroni 2kg,762483.19,19320.0,39.466003623188406,Pasta,Macaroni,1254
2024-10-01,Tiger Brands,Fatti's & Moni's Macaroni 3kg,18608.14,522.0,35.647777777777776,Pasta,Macaroni,1255
2024-10-01,Tiger Brands,Fatti's & Moni's Macaroni 500g,13625385.66,431143.0,31.6029383754346,Pasta,Macaroni,1256
2024-10-01,Tiger Brands,Fatti's & Moni's Macaroni Bellissimo 500g,180304.53,2108.0,85.53345825426945,Pasta,Macaroni,1257
2024-10-01,Tiger Brands,Fatti's & Moni's Pasta 1kg,168419.53,2968.0,56.74512466307277,Pasta,Macaroni,1258
2024-10-01,Tiger Brands,Fatti's & Moni's Pasta 250g,133124.94,458.25,290.5072340425532,Pasta,Macaroni,1259
2024-10-01,Tiger Brands,Fatti's & Moni's Pasta Rice 500g,24.23,1.0,24.23,Pasta,Macaroni,1260
2024-10-01,Tiger Brands,Fatti's & Moni's Pasta Screws 500g,1489653.98,42590.0,34.97661375909838,Pasta,Macaroni,1261
2024-10-01,Tiger Brands,Fatti's & Moni's Pasta Shells 500g,1.0,0.5,2.0,Pasta,Macaroni,1262
2024-10-01,Tiger Brands,Fatti's & Moni's Pipe Rigate 500g,29.98,1.0,29.98,Pasta,Macaroni,1263
2024-10-01,Tiger Brands,Fatti's & Moni's Quills 500g,308467.69,7967.5,38.715743959836836,Pasta,Macaroni,1264
2024-10-01,Tiger Brands,Fatti's & Moni's Shells 500g,886255.95,24842.5,35.67499043977055,Pasta,Macaroni,1265
2024-10-01,Tiger Brands,Fatti's & Moni's Spirals 500g,727167.84,21139.5,34.39853544312779,Pasta,Macaroni,1266
2024-10-01,Tiger Brands,Fatti's & Moni's Wholewheat Macaroni 500g,849.6,17.0,49.976470588235294,Pasta,Macaroni,1267
2024-10-01,Unknown Manufacturer,Polana Pasta Macaroni 12x500g,169.99,6.0,28.331666666666667,Pasta,Macaroni,1268
2024-10-01,Unknown Manufacturer,Riscossa Tagliatelle 500g,4005.54,39.0,102.70615384615384,Pasta,Macaroni,1269
2024-10-01,Unknown Manufacturer,Tartufi Jimmy Egg Pasta Black Truffle 250g,4120.1,23.75,173.47789473684213,Pasta,Macaroni,1270
2024-10-01,Unknown Manufacturer,Tartufi Jimmy Egg Pasta White Truffle 250g,3530.16,22.5,156.896,Pasta,Macaroni,1271
2024-10-01,Unknown Manufacturer,Unknown Brand Macaroni 500g,3100117.34,111512.5,27.80062629750028,Pasta,Macaroni,1272
2024-10-01,Unknown Manufacturer,Unknown Brand Pasta Cavatappi 500g,200249.87,5569.0,35.957958340815225,Pasta,Macaroni,1273
2024-10-01,Unknown Manufacturer,Unknown Brand Pasta Penne Rigate 500g,602503.36,18048.5,33.38246170041832,Pasta,Macaroni,1274
2024-10-01,Unknown Manufacturer,Unknown Brand Pasta Screws 500g,271087.54,7546.0,35.92466737344288,Pasta,Macaroni,1275
2024-10-01,Unknown Manufacturer,Unknown Brand Pasta Tricolor 500g,252961.38,7038.0,35.94222506393862,Pasta,Macaroni,1276
2024-10-01,Unknown Manufacturer,Unknown Brand Pennoni Rigati 500g,44883.9,620.5,72.33505237711523,Pasta,Macaroni,1277
2024-10-01,Bolux Group,A1 Noodles Instant Assorted 5x55g,108354.78,746.24,145.20098091766724,Pasta,Noodles,1278
2024-10-01,Chlor-Alkali Holdings,Cerebos Instant Noodles Beef Curry 5x70g,333055.56,3676.05,90.60147712898355,Pasta,Noodles,1279
2024-10-01,Chlor-Alkali Holdings,Cerebos Instant Noodles Chicken 5x70g,226316.28,2474.15,91.4723359537619,Pasta,Noodles,1280
2024-10-01,Chlor-Alkali Holdings,Cerebos Instant Noodles Chicken Dust 5x70g,0.0,0.0,,Pasta,Noodles,1281
2024-10-01,Chlor-Alkali Holdings,Cerebos Instant Noodles Fiery Chicken 5x70g,131618.41,1459.15,90.20211081794194,Pasta,Noodles,1282
2024-10-01,Chlor-Alkali Holdings,Cerebos Instant Noodles Shisanyama 5x70g,0.0,0.0,,Pasta,Noodles,1283
2024-10-01,Chlor-Alkali Holdings,Cerebos Instant Noodles Spykos 5x70g,0.0,0.0,,Pasta,Noodles,1284
2024-10-01,Heinz,Heinz Noodles Thai Spicy 75g,0.0,0.0,,Pasta,Noodles,1285
2024-10-01,House Brand,Hyper Value Instant Noodles Beef 8x60g,49075.13,670.08,73.2377178844317,Pasta,Noodles,1286
2024-10-01,House Brand,Hyper Value Instant Noodles Chicken 8x60g,53769.16,734.4,73.2150871459695,Pasta,Noodles,1287
2024-10-01,Indofood,Indomie Instant Noodles 5x80g,953940.09,10303.2,92.58677789424644,Pasta,Noodles,1288
2024-10-01,Indofood,Indomie Instant Noodles Beef 75g,674.38,5.78,116.67474048442907,Pasta,Noodles,1289
2024-10-01,Indofood,Indomie Instant Noodles Chicken 75g,71672.97,600.9,119.27603594608088,Pasta,Noodles,1290
2024-10-01,Indofood,Indomie Instant Noodles Hot & Spicy 5x80g,2852314.86,29542.4,96.54986934033795,Pasta,Noodles,1291
2024-10-01,Indofood,Indomie Instant Noodles Hot & Spicy 80g,1638360.74,14867.52,110.19731199285422,Pasta,Noodles,1292
2024-10-01,Indofood,Indomie Instant Noodles Mi Goreng 80g,1007136.26,9052.64,111.25332057830644,Pasta,Noodles,1293
2024-10-01,Indofood,Indomie Noodles Goreng 80g,1342.54,9.12,147.20833333333334,Pasta,Noodles,1294
2024-10-01,International Food Group,Eezee Instant Noodles Beef 65g,852.06,8.62,98.84686774941996,Pasta,Noodles,1295
2024-10-01,International Food Group,Eezee Instant Noodles Curry 65g,1136.02,15.05,75.48305647840532,Pasta,Noodles,1296
2024-10-01,International Food Group,Eezee Noodles Instant Assorted 5x65g,11494.58,28.62,401.6275331935709,Pasta,Noodles,1297
2024-10-01,International Food Group,Eezee Noodles Instant Assorted 65g,196555.7,522.5,376.18315789473684,Pasta,Noodles,1298
2024-10-01,International Food Group,Eezee Noodles Instant Beef 65g,256934.34,633.31,405.7007468696215,Pasta,Noodles,1299
2024-10-01,International Food Group,Eezee Noodles Instant Cheese 65g,194154.84,508.05,382.1569530558016,Pasta,Noodles,1300
2024-10-01,International Food Group,Eezee Noodles Instant Chicken 65g,248088.5,619.53,400.44630607073105,Pasta,Noodles,1301
2024-10-01,International Food Group,Eezee Noodles Instant Curry 65g,231594.72,601.54,385.0030255677096,Pasta,Noodles,1302
2024-10-01,International Food Group,Eezee Noodles Instants Instant Beef 65g,12059.69,38.49,313.3200831384775,Pasta,Noodles,1303
2024-10-01,International Food Group,Joy Instant Noodles 70g,1283.3,4.62,277.7705627705628,Pasta,Noodles,1304
2024-10-01,International Food Group,Joy Instant Noodles Beef 70g,4709.38,2.52,1868.8015873015872,Pasta,Noodles,1305
2024-10-01,International Food Group,Joy Instant Noodles Cheese 70g,4154.26,5.25,791.287619047619,Pasta,Noodles,1306
2024-10-01,International Food Group,Joy Instant Noodles Chicken 70g,5638.96,8.96,629.3482142857142,Pasta,Noodles,1307
2024-10-01,International Food Group,Joy Instant Noodles Durban Curry 70g,3215.05,7.91,406.45385587863467,Pasta,Noodles,1308
2024-10-01,Kayco,Gefen Ramen Noodles Chicken 85g,7213.99,34.1,211.5539589442815,Pasta,Noodles,1309
2024-10-01,Kellogg's,Kellogg's Instant Noodles Assorted 8x73g,164288.86,1528.92,107.45418988567091,Pasta,Noodles,1310
2024-10-01,Kellogg's,Kellogg's Instant Noodles Beef 120g,0.0,0.0,,Pasta,Noodles,1311
2024-10-01,Kellogg's,Kellogg's Instant Noodles Beef 5x70g,18136435.61,216734.7,83.68035026232532,Pasta,Noodles,1312
2024-10-01,Kellogg's,Kellogg's Instant Noodles Beef 70g,109205.33,851.34,128.27463763008905,Pasta,Noodles,1313
2024-10-01,Kellogg's,Kellogg's Instant Noodles Beef 8x70g,1581162.95,16353.12,96.68876336747971,Pasta,Noodles,1314
2024-10-01,Kellogg's,Kellogg's Instant Noodles Cheese 5x70g,6025255.14,71991.5,83.69397970593751,Pasta,Noodles,1315
2024-10-01,Kellogg's,Kellogg's Instant Noodles Cheese 70g,11338.43,83.79,135.31960854517246,Pasta,Noodles,1316
2024-10-01,Kellogg's,Kellogg's Instant Noodles Chicken 120g,0.0,0.0,,Pasta,Noodles,1317
2024-10-01,Kellogg's,Kellogg's Instant Noodles Chicken 5x70g,18202808.73,216911.45,83.91815521956079,Pasta,Noodles,1318
2024-10-01,Kellogg's,Kellogg's Instant Noodles Chicken 70g,122930.42,958.65,128.23284827622177,Pasta,Noodles,1319
2024-10-01,Kellogg's,Kellogg's Instant Noodles Chicken 8x70g,1452512.4,15043.84,96.55197077341954,Pasta,Noodles,1320
2024-10-01,Kellogg's,Kellogg's Instant Noodles Curry 5x70g,14165056.41,169016.05,83.80894246433994,Pasta,Noodles,1321
2024-10-01,Kellogg's,Kellogg's Instant Noodles Curry 70g,103188.68,806.19,127.995484935313,Pasta,Noodles,1322
2024-10-01,Kellogg's,Kellogg's Instant Noodles Durban Curry 5x70g,545.72,4.9,111.37142857142857,Pasta,Noodles,1323
2024-10-01,Kellogg's,Kellogg's Instant Noodles Durban Curry 70g,19761.16,7.77,2543.2638352638355,Pasta,Noodles,1324
2024-10-01,Kellogg's,Kellogg's Instant Noodles Durban Curry 8x70g,1492683.03,15424.64,96.77263326729182,Pasta,Noodles,1325
2024-10-01,Kellogg's,Kellogg's Instant Noodles Hot & Spicy 5x70g,777424.78,6119.75,127.0353821643041,Pasta,Noodles,1326
2024-10-01,Kellogg's,Kellogg's Instant Noodles Hot & Spicy 70g,64264.42,451.78,142.24715569524992,Pasta,Noodles,1327
2024-10-01,Kellogg's,Kellogg's Instant Noodles Vegetable Curry 5x70g,831503.48,9914.45,83.86783734851655,Pasta,Noodles,1328
2024-10-01,Kellogg's,Kellogg's Instant Noodles Vegetable Curry 70g,89.9,0.7,128.42857142857144,Pasta,Noodles,1329
2024-10-01,Mega Yum,Alhami Noodles Assorted 20x85g,6959.61,66.3,104.97149321266969,Pasta,Noodles,1330
2024-10-01,Mega Yum,Alhami Noodles Beef 60g,74468.69,847.56,87.8624404171976,Pasta,Noodles,1331
2024-10-01,Mega Yum,Alhami Noodles Beef 85g,109897.33,870.97,126.17808879754756,Pasta,Noodles,1332
2024-10-01,Mega Yum,Alhami Noodles Chicken 60g,91169.76,1043.52,87.36752529898804,Pasta,Noodles,1333
2024-10-01,Mega Yum,Alhami Noodles Chicken Onion 85g,123696.8,979.03,126.34628152354883,Pasta,Noodles,1334
2024-10-01,Mega Yum,Alhami Noodles Extra Hot Special Fried 85g,247653.39,1981.7,124.97017207448151,Pasta,Noodles,1335
2024-10-01,Mega Yum,Alhami Noodles Special Fried 85g,170717.63,1357.27,125.78015428028323,Pasta,Noodles,1336
2024-10-01,Misko,Misko Thin Noodles 250g,419.87,3.5,119.96285714285715,Pasta,Noodles,1337
2024-10-01,Mr Pasta,Mr Pasta Instant Noodles Assorted 5x60g,1251937.18,12966.3,96.5531554876873,Pasta,Noodles,1338
2024-10-01,Mr Pasta,Mr Pasta Instant Noodles Beef 60g,2229708.66,5172.24,431.0914922741405,Pasta,Noodles,1339
2024-10-01,Mr Pasta,Mr Pasta Instant Noodles Chicken 5x60g,2348159.2,24506.4,95.81820259197598,Pasta,Noodles,1340
2024-10-01,Mr Pasta,Mr Pasta Instant Noodles Chicken 60g,180786.83,931.2,194.14393256013744,Pasta,Noodles,1341
2024-10-01,Mr Pasta,Mr Pasta Instant Noodles Vegetable 5x60g,399524.4,4148.7,96.30110637067034,Pasta,Noodles,1342
2024-10-01,Mr Pasta,Mr Pasta Instant Noodles Vegetable 60g,57924.34,329.64,175.71999757311005,Pasta,Noodles,1343
2024-10-01,Namib Mills,Polana Instant Noodles Beef 40x70g,291.79,58.8,4.962414965986395,Pasta,Noodles,1344
2024-10-01,Namib Mills,Polana Instant Noodles Chicken 40x70g,307.77,64.4,4.779037267080745,Pasta,Noodles,1345
2024-10-01,Namib Mills,Polana Instant Noodles Kapana 40x70g,66.48,5.6,11.871428571428574,Pasta,Noodles,1346
2024-10-01,Namib Mills,Polana Instant Noodles Kapana 70g,143.82,1.26,114.14285714285714,Pasta,Noodles,1347
2024-10-01,Nestlé,Maggi 2 Min Noodles Crispy Chicken 5x68g,34.99,0.34,102.91176470588235,Pasta,Noodles,1348
2024-10-01,Nestlé,Maggi 2 Minute Noodles Beef 5x68g,15238146.68,146448.54,104.05120242236623,Pasta,Noodles,1349
2024-10-01,Nestlé,Maggi 2 Minute Noodles Beef 5x73g,27266.8,277.74,98.17383164110318,Pasta,Noodles,1350
2024-10-01,Nestlé,Maggi 2 Minute Noodles Beef 60x68g,21284.77,261.12,81.51336550245098,Pasta,Noodles,1351
2024-10-01,Nestlé,Maggi 2 Minute Noodles Beef 68g,248108.22,771.1,321.75881208662946,Pasta,Noodles,1352
2024-10-01,Nestlé,Maggi 2 Minute Noodles Beef 73g,65.93,0.51,129.27450980392157,Pasta,Noodles,1353
2024-10-01,Nestlé,Maggi 2 Minute Noodles Beef 8x73g,0.0,0.0,,Pasta,Noodles,1354
2024-10-01,Nestlé,Maggi 2 Minute Noodles Cheese 5x73g,0.0,0.0,,Pasta,Noodles,1355
2024-10-01,Nestlé,Maggi 2 Minute Noodles Cheese 73g,869.51,7.08,122.81214689265536,Pasta,Noodles,1356
2024-10-01,Nestlé,Maggi 2 Minute Noodles Chicken 5x68g,17156077.03,164261.82,104.44348558904315,Pasta,Noodles,1357
2024-10-01,Nestlé,Maggi 2 Minute Noodles Chicken 5x73g,48840.15,501.2,97.44642857142858,Pasta,Noodles,1358
2024-10-01,Nestlé,Maggi 2 Minute Noodles Chicken 60x68g,19669.16,240.72,81.70970422067131,Pasta,Noodles,1359
2024-10-01,Nestlé,Maggi 2 Minute Noodles Chicken 68g,318362.87,899.52,353.9252823728211,Pasta,Noodles,1360
2024-10-01,Nestlé,Maggi 2 Minute Noodles Chicken 73g,16.99,0.21,80.9047619047619,Pasta,Noodles,1361
2024-10-01,Nestlé,Maggi 2 Minute Noodles Curry 73g,46.97,0.43,109.23255813953489,Pasta,Noodles,1362
2024-10-01,Nestlé,Maggi 2 Minute Noodles Durban Curry 5x68g,11913638.84,113540.62,104.92842860995475,Pasta,Noodles,1363
2024-10-01,Nestlé,Maggi 2 Minute Noodles Durban Curry 68g,277390.65,811.19,341.9552139449451,Pasta,Noodles,1364
2024-10-01,Nestlé,Maggi 2 Minute Noodles Prawn Curry 73g,4.0,0.07,57.14285714285714,Pasta,Noodles,1365
2024-10-01,Nestlé,Maggi 2 Minute Noodles Steak 73g,0.0,0.0,,Pasta,Noodles,1366
2024-10-01,Nissin Foods,Oodles Of Noodles Beefy Beef 65g,0.0,0.0,,Pasta,Noodles,1367
2024-10-01,Nissin Foods,Oodles Of Noodles Cheeky Chicken 65g,0.0,0.0,,Pasta,Noodles,1368
2024-10-01,Nissin Foods,Oodles Of Noodles Creamy Curry 65g,0.0,0.0,,Pasta,Noodles,1369
2024-10-01,Nissin Foods,Oodles Of Noodles Saucy Seafood 65g,0.0,0.0,,Pasta,Noodles,1370
2024-10-01,Nissin Foods,Oodles Of Noodles Very Veggie 65g,0.0,0.0,,Pasta,Noodles,1371
2024-10-01,Private Label,Simple Truth Noodles Moringa 200g,10.01,0.2,50.05,Pasta,Noodles,1372
2024-10-01,Private Label,Simple Truth Noodles Spinach 200g,60996.71,262.6,232.27993145468392,Pasta,Noodles,1373
2024-10-01,Private Label,Simple Truth Noodles Sweet Potato 200g,62704.55,271.2,231.21146755162243,Pasta,Noodles,1374
2024-10-01,Private Label,Simple Truth Noodles Turmeric 200g,32022.91,136.8,234.08559941520465,Pasta,Noodles,1375
2024-10-01,Rieses Food Imports,Fantastic Instant Noodles Cup Chicken & Coriander 70g,44756.36,95.55,468.40774463631607,Pasta,Noodles,1376
2024-10-01,Rieses Food Imports,Fantastic Instant Noodles Cup Oriental 70g,39127.47,90.3,433.30531561461794,Pasta,Noodles,1377
2024-10-01,Rieses Food Imports,Fantastic Noodles Beef Cup 70g,83794.93,196.77,425.85216242313356,Pasta,Noodles,1378
2024-10-01,Rieses Food Imports,Fantastic Noodles Chicken Cup 70g,145211.1,343.28,423.01066185038457,Pasta,Noodles,1379
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Instant Noodles Hot Chicken 140g,197847.75,655.34,301.90092165898614,Pasta,Noodles,1380
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Instant Noodles Hot Chicken 5x130g,216965.71,148.85,1457.6131004366812,Pasta,Noodles,1381
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Instant Noodles Hot Chicken 5x140g,416447.12,1537.2,270.9127764767109,Pasta,Noodles,1382
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Instant Noodles Original 140g,169198.99,599.62,282.17702878489706,Pasta,Noodles,1383
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Bulgogi 80g,0.0,0.0,,Pasta,Noodles,1384
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Carbonara 140g,315377.11,1124.2,280.53470023127556,Pasta,Noodles,1385
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Cheese 140g,150523.64,535.92,280.86960740409023,Pasta,Noodles,1386
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Hot Chicken 105g,0.0,0.0,,Pasta,Noodles,1387
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Hot Chicken 70g,7374.17,12.46,591.8274478330658,Pasta,Noodles,1388
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Instant Habanero Lime 135g,110960.68,380.26,291.80213538105505,Pasta,Noodles,1389
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Instant Habanero Lime 5x135g,10079.36,37.19,271.0233933853187,Pasta,Noodles,1390
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Kimchi 80g,0.0,0.0,,Pasta,Noodles,1391
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Seafood 125g,11879.34,8.3,1431.24578313253,Pasta,Noodles,1392
2024-10-01,"Samyang Foods Co., Ltd.",Samyang Noodles Topokki 80g,0.0,0.0,,Pasta,Noodles,1393
2024-10-01,Southern Trading Company,Sunny Instant Noodles Beef 5x75g,2158.92,40.5,53.30666666666667,Pasta,Noodles,1394
2024-10-01,Southern Trading Company,Sunny Instant Noodles Chicken 5x75g,757.62,14.25,53.166315789473686,Pasta,Noodles,1395
2024-10-01,Southern Trading Company,Sunny Instant Noodles Mumbai 5x75g,1439.28,27.0,53.306666666666665,Pasta,Noodles,1396
2024-10-01,ThoroughFair,Wok Time Noodles Chicken 250g,138337.26,1032.25,134.0152676192783,Pasta,Noodles,1397
2024-10-01,ThoroughFair,Wok Time Noodles Ramen 400g,125534.14,1256.0,99.94756369426752,Pasta,Noodles,1398
2024-10-01,ThoroughFair,Wok Time Noodles Sichaun Chilli 250g,67908.69,509.25,133.35039764359354,Pasta,Noodles,1399
2024-10-01,ThoroughFair,Wok Time Noodles Teriyaki 250g,166649.94,1249.5,133.3733013205282,Pasta,Noodles,1400
2024-10-01,ThoroughFair,Wok Time Noodles Udon 400g,135486.93,1344.8,100.74875817965497,Pasta,Noodles,1401
2024-10-01,Tiger Brands,Fatti's & Moni's Instant Noodles Beef 5x78g,699.33,6.63,105.47963800904978,Pasta,Noodles,1402
2024-10-01,Tiger Brands,Fatti's & Moni's Instant Noodles Crmy Cheese 78gr,2.0,0.16,12.5,Pasta,Noodles,1403
2024-10-01,Tiger Brands,Fatti's & Moni's Instant Noodles Spicy Veg 78gr,2.0,0.08,25.0,Pasta,Noodles,1404
2024-10-01,Tiger Brands,Fatti's & Moni's Instant Noodles Steak&chops 78gr,2.0,0.08,25.0,Pasta,Noodles,1405
2024-10-01,Tiger Brands,Fatti's & Moni's Instant Noodlse Creamy Cheese 5x78g,0.0,0.0,,Pasta,Noodles,1406
2024-10-01,Unknown Manufacturer,Blue Crane Egg Noodles 500g,68931.45,865.5,79.64350086655112,Pasta,Noodles,1407
2024-10-01,Unknown Manufacturer,Hyper Value Instant Noodles Beef 60g,534.91,0.9,594.3444444444444,Pasta,Noodles,1408
2024-10-01,Unknown Manufacturer,Moi Soi Noodles Egg Hakke 150g,2399.29,9.0,266.5877777777778,Pasta,Noodles,1409
2024-10-01,Unknown Manufacturer,Moi Soi Noodles Udon Flat 150g,5078.33,19.05,266.5790026246719,Pasta,Noodles,1410
2024-10-01,Unknown Manufacturer,Moi Soi Noodles Veg Hakka 150g,2039.37,7.65,266.5843137254902,Pasta,Noodles,1411
2024-10-01,Unknown Manufacturer,Oodles Of Noodles Beefy Beef 180g,0.0,0.0,,Pasta,Noodles,1412
2024-10-01,Unknown Manufacturer,Shigeno Noodles Soba 200g,0.0,0.0,,Pasta,Noodles,1413
2024-10-01,Unknown Manufacturer,Unknown Brand Instant Noodles Assorted 10x60g,1513164.51,18925.2,79.95500760890242,Pasta,Noodles,1414
2024-10-01,Unknown Manufacturer,Unknown Brand Instant Noodles Assorted 5x60g,1004503.83,12063.0,83.27147724446655,Pasta,Noodles,1415
2024-10-01,Unknown Manufacturer,Unknown Brand Instant Noodles Beef 60g,198992.85,2204.28,90.27566824541346,Pasta,Noodles,1416
2024-10-01,Unknown Manufacturer,Unknown Brand Instant Noodles Cheese 60g,84149.13,931.86,90.30233082222652,Pasta,Noodles,1417
2024-10-01,Unknown Manufacturer,Unknown Brand Instant Noodles Chicken 60g,142446.55,1581.12,90.09218149160088,Pasta,Noodles,1418
2024-10-01,Unknown Manufacturer,Unknown Brand Instant Noodles Mushroom 60g,70897.62,782.28,90.62946770977143,Pasta,Noodles,1419
2024-10-01,Unknown Manufacturer,White Swan Instant Egg Noodles 454g,7198.2,81.72,88.08370044052863,Pasta,Noodles,1420
2024-10-01,Yu,Yu Noodles Butter Chicken 70g,20667.13,48.09,429.7594094406321,Pasta,Noodles,1421
2024-10-01,Yu,Yu Noodles Chilli Manchurian 70g,16278.5,38.43,423.58834244080145,Pasta,Noodles,1422
2024-10-01,Yu,Yu Noodles Zingy Cheese 80g,14352.76,39.12,366.89059304703477,Pasta,Noodles,1423
2024-10-01,"Zhejiang Green Home Food Co., Ltd.",Roka Instant Noodles Assorted 5x85g,1546745.35,22966.34,67.34836068785884,Pasta,Noodles,1424
